111	5	13	The Census and the Plague	<ref onclick="bcv(10,24,1)">2Sam 24:1</ref>；<ref onclick="bcv(13,21,1,21,27)">1Chr 21:1-27</ref>
112	5	14	The Foolish Marriage of Solomon	<ref onclick="bcv(11,3,1)">1Kgs 3:1</ref>；<ref onclick="bcv(14,1,3,1,12)">2Chr 1:3-12</ref>
113	5	15	Materials for the Temple	<ref onclick="bcv(11,5,1)">1Kgs 5:1</ref>；<ref onclick="bcv(14,2,1,2,18)">2Chr 2:1-18</ref>
114	5	16	Building of the Temple	<ref onclick="bcv(11,6,14)">1Kgs 6:14</ref>；<ref onclick="bcv(14,3,8,3,14)">2Chr 3:8-14</ref>
115	5	17	Two Pillars	<ref onclick="bcv(11,7,15)">1Kgs 7:15</ref>；<ref onclick="bcv(14,3,15,3,17)">2Chr 3:15-17</ref>
116	5	18	Molten Sea	<ref onclick="bcv(11,7,23)">1Kgs 7:23</ref>；<ref onclick="bcv(14,4,2,4,5)">2Chr 4:2-5</ref>
117	5	19	Equipments of the Temple	<ref onclick="bcv(11,7,40)">1Kgs 7:40</ref>；<ref onclick="bcv(14,4,11)">2Chr 4:11</ref>- <ref onclick="bcv(14,5,1)">2Chr 5:1</ref>
118	5	20	The Return of the Ark of the Covenant	<ref onclick="bcv(11,8,1)">1Kgs 8:1</ref>；<ref onclick="bcv(14,5,2)">2Chr 5:2</ref>- <ref onclick="bcv(14,6,2)">2Chr 6:2</ref>
119	5	21	The Speech of Solomon	<ref onclick="bcv(11,8,14)">1Kgs 8:14</ref>；<ref onclick="bcv(14,6,3,6,11)">2Chr 6:3-11</ref>
120	5	22	The Prayer of Solomon	<ref onclick="bcv(11,8,22)">1Kgs 8:22</ref>；<ref onclick="bcv(14,6,12,6,42)">2Chr 6:12-42</ref>
121	5	23	Israel Rejoices	<ref onclick="bcv(11,8,62)">1Kgs 8:62</ref>；<ref onclick="bcv(14,7,4,7,10)">2Chr 7:4-10</ref>
122	5	24	The Davidic Covenant Extended to Solomon	<ref onclick="bcv(11,9,1)">1Kgs 9:1</ref>；<ref onclick="bcv(14,7,11,7,22)">2Chr 7:11-22</ref>
123	5	25	The Sale of Cities in Israel	<ref onclick="bcv(11,9,10)">1Kgs 9:10</ref>；<ref onclick="bcv(14,8,1,8,2)">2Chr 8:1-2</ref>
124	5	26	Enslavement of the Canaanites	<ref onclick="bcv(11,9,15)">1Kgs 9:15</ref>；<ref onclick="bcv(14,8,3,8,18)">2Chr 8:3-18</ref>
125	5	27	Multiplication of Wealth	<ref onclick="bcv(11,10,1)">1Kgs 10:1</ref>；<ref onclick="bcv(14,9,1,9,12)">2Chr 9:1-12</ref>
126	5	28	The Wealth of Solomon	<ref onclick="bcv(11,10,14)">1Kgs 10:14</ref>；<ref onclick="bcv(14,9,13,9,28)">2Chr 9:13-28</ref>
127	5	29	The Death of Solomon	<ref onclick="bcv(11,11,41)">1Kgs 11:41</ref>；<ref onclick="bcv(14,9,29,9,31)">2Chr 9:29-31</ref>
128	5	30	The Request to Rehoboam	<ref onclick="bcv(11,12,1)">1Kgs 12:1</ref>；<ref onclick="bcv(14,10,1,10,19)">2Chr 10:1-19</ref>
129	5	31	The Prophecy of Shemaiah	<ref onclick="bcv(11,12,21)">1Kgs 12:21</ref>；<ref onclick="bcv(14,11,1,11,4)">2Chr 11:1-4</ref>
130	5	32	The Sin of Rehoboam	<ref onclick="bcv(11,14,21)">1Kgs 14:21</ref>；<ref onclick="bcv(14,11,5)">2Chr 11:5</ref>- <ref onclick="bcv(14,12,15)">2Chr 12:15</ref>
131	5	33	The Reign of Abijam over Judah	<ref onclick="bcv(11,15,1)">1Kgs 15:1</ref>；<ref onclick="bcv(14,13,1)">2Chr 13:1</ref>- <ref onclick="bcv(14,14,1)">2Chr 14:1</ref>
132	5	34	Asa Does Right	<ref onclick="bcv(11,15,9)">1Kgs 15:9</ref>；<ref onclick="bcv(14,15,16)">2Chr 15:16</ref>- <ref onclick="bcv(14,16,6)">2Chr 16:6</ref>
133	5	35	Victory Promised by False Prophets	<ref onclick="bcv(11,22,1)">1Kgs 22:1</ref>；<ref onclick="bcv(14,18,2,18,27)">2Chr 18:2-27</ref>
134	5	36	Israel Defeated	<ref onclick="bcv(11,22,29)">1Kgs 22:29</ref>；<ref onclick="bcv(14,18,28,18,34)">2Chr 18:28-34</ref>
135	5	37	The Reign of Jehoshaphat over Judah	<ref onclick="bcv(11,22,41)">1Kgs 22:41</ref>；<ref onclick="bcv(14,20,31)">2Chr 20:31</ref>- <ref onclick="bcv(14,21,1)">2Chr 21:1</ref>
136	5	38	The Reign of Jehoram over Judah	<ref onclick="bcv(12,8,16)">2Kgs 8:16</ref>；<ref onclick="bcv(14,21,1,21,20)">2Chr 21:1-20</ref>
137	5	39	Ahaziah Does Evil	<ref onclick="bcv(12,8,25)">2Kgs 8:25</ref>；<ref onclick="bcv(14,22,1,22,6)">2Chr 22:1-6</ref>
138	5	40	The Salvation of Joash	<ref onclick="bcv(12,11,1)">2Kgs 11:1</ref>；<ref onclick="bcv(14,22,10)">2Chr 22:10</ref>- <ref onclick="bcv(14,23,15)">2Chr 23:15</ref>
139	5	41	The Renewal of the Covenant	<ref onclick="bcv(12,11,17)">2Kgs 11:17</ref>；<ref onclick="bcv(14,23,16,23,21)">2Chr 23:16-21</ref>
140	5	42	Jehoash Does Right	<ref onclick="bcv(12,12,1)">2Kgs 12:1</ref>；<ref onclick="bcv(14,24,1,24,16)">2Chr 24:1-16</ref>
141	5	43	Amaziah Does Right	<ref onclick="bcv(12,14,1)">2Kgs 14:1</ref>；<ref onclick="bcv(14,25,1,25,24)">2Chr 25:1-24</ref>
142	5	44	The Death of Amaziah	<ref onclick="bcv(12,14,17)">2Kgs 14:17</ref>；<ref onclick="bcv(14,25,25,25,28)">2Chr 25:25-28</ref>
143	5	45	The Reign of Azariah over Judah	<ref onclick="bcv(12,15,1)">2Kgs 15:1</ref>；<ref onclick="bcv(14,26,1,26,23)">2Chr 26:1-23</ref>
144	5	46	The Reign of Jotham over Judah	<ref onclick="bcv(12,15,32)">2Kgs 15:32</ref>；<ref onclick="bcv(14,27,1,27,9)">2Chr 27:1-9</ref>
145	5	47	Ahaz Does not Do Right	<ref onclick="bcv(12,16,1)">2Kgs 16:1</ref>；<ref onclick="bcv(14,28,1,28,27)">2Chr 28:1-27</ref>
146	5	48	Hezekiah Does Right	<ref onclick="bcv(12,18,1)">2Kgs 18:1</ref>；<ref onclick="bcv(14,29,1,29,2)">2Chr 29:1-2</ref>； 30:1
147	5	49	The First Invasion by Assyria	<ref onclick="bcv(12,18,13)">2Kgs 18:13</ref>；<ref onclick="bcv(14,32,1,32,19)">2Chr 32:1-19</ref>；<ref onclick="bcv(23,36,1,36,22)">Isa 36:1-22</ref>
148	5	50	Hezekiah Sent people to Isaiah	<ref onclick="bcv(12,19,1)">2Kgs 19:1</ref>；<ref onclick="bcv(23,37,1,37,7)">Isa 37:1-7</ref>
149	5	51	The Threat of Assyria	<ref onclick="bcv(12,19,8)">2Kgs 19:8</ref>；<ref onclick="bcv(23,37,8,37,20)">Isa 37:8-20</ref>
150	5	52	Isaiah Sent Message to Hezekiah	<ref onclick="bcv(12,19,20)">2Kgs 19:20</ref>；<ref onclick="bcv(23,37,20,37,37)">Isa 37:20-37</ref>
151	5	53	The Miraculous Recovery of Hezekiah	<ref onclick="bcv(12,20,1)">2Kgs 20:1</ref>；<ref onclick="bcv(23,38,1,38,8)">Isa 38:1-8</ref>；21-22；<ref onclick="bcv(14,32,24,32,26)">2Chr 32:24-26</ref>
152	5	54	The Wealth of Judah Is Exposed to Babylon	<ref onclick="bcv(12,20,12)">2Kgs 20:12</ref>；<ref onclick="bcv(23,39,1,39,8)">Isa 39:1-8</ref>
153	5	55	The Death of Hezekiah	<ref onclick="bcv(12,20,20)">2Kgs 20:20</ref>；<ref onclick="bcv(14,32,32,32,33)">2Chr 32:32-33</ref>
154	5	56	Manasseh Does Evil	<ref onclick="bcv(12,21,1)">2Kgs 21:1</ref>；<ref onclick="bcv(14,33,1,33,20)">2Chr 33:1-20</ref>
